Stage,Crew_ID,Crew_Origin_ID,Substation_ID,Start_Time,End_Time,Duration,Travel_Time
Stage4_Northridge_centrality-first,21,D04,306091,0.4289907044194745,2.498842733543894,2.0698520291244193,0.4289907044194745
Stage4_Northridge_centrality-first,22,D04,310204,0.4530783886856755,3.542404460800973,3.0893260721152975,0.4530783886856755
Stage4_Northridge_centrality-first,23,D04,306844,0.4890144987689858,2.4004843615483673,1.9114698627793814,0.4890144987689858
Stage4_Northridge_centrality-first,24,D04,301745,0.3915507337577188,4.697074876568953,4.305524142811234,0.3915507337577188
Stage4_Northridge_centrality-first,25,D04,300105,0.6611546474718367,1.783954242230669,1.122799594758832,0.6611546474718367
Stage4_Northridge_centrality-first,26,D04,302171,0.2584074567421144,9.998255519687378,9.739848062945264,0.2584074567421144
Stage4_Northridge_centrality-first,27,D04,301156,0.3432094004302999,9.009744881283721,8.66653548085342,0.3432094004302999
Stage4_Northridge_centrality-first,28,D04,307693,0.1578621167706032,35.462646246835384,35.30478413006478,0.1578621167706032
Stage4_Northridge_centrality-first,29,D04,309569,0.1476775688884651,20.130412102183595,19.98273453329513,0.1476775688884651
Stage4_Northridge_centrality-first,30,D04,301194,0.2909494650763872,10.414310247564028,10.12336078248764,0.2909494650763872
Stage4_Northridge_centrality-first,31,D04,307832,0.4511451673731101,3.5256564729703648,3.074511305597255,0.4511451673731101
Stage4_Northridge_centrality-first,32,D04,309042,0.3977565986416738,6.8755891793995065,6.477832580757833,0.3977565986416738
Stage4_Northridge_centrality-first,33,D04,306060,0.5053613787369885,3.9097621460280236,3.404400767291035,0.5053613787369885
Stage4_Northridge_centrality-first,34,D04,303169,0.6236915498925544,2.388029010065856,1.7643374601733017,0.6236915498925544
Stage4_Northridge_centrality-first,35,D05,305984,0.3221814999260369,2.105075894176515,1.7828943942504778,0.3221814999260369
Stage4_Northridge_centrality-first,36,D06,303371,0.2667186980626175,3.947772948252272,3.6810542501896544,0.2667186980626175
Stage4_Northridge_centrality-first,37,D06,308907,0.1787918072126947,2.6321829018876373,2.4533910946749424,0.1787918072126947
Stage4_Northridge_centrality-first,38,D06,310527,0.0065647955391993,8.385639447001234,8.379074651462034,0.0065647955391993
Stage4_Northridge_centrality-first,39,D06,306450,0.1336717642477929,3.07334803150248,2.9396762672546872,0.1336717642477929
Stage4_Northridge_centrality-first,40,D06,306768,0.1839516312714431,14.716208992234975,14.532257360963532,0.1839516312714431
Stage4_Northridge_centrality-first,41,D06,301614,0.1428181034951742,3.3592701233559406,3.2164520198607662,0.1428181034951742
Stage4_Northridge_centrality-first,42,D06,300648,0.2116392363549474,2.2776811603369427,2.066041923981995,0.2116392363549474
Stage4_Northridge_centrality-first,43,D06,300232,0.2616313972067111,2.497696186497252,2.2360647892905408,0.2616313972067111
Stage4_Northridge_centrality-first,44,D06,309703,0.3974757823931651,4.1107658307875035,3.7132900483943385,0.3974757823931651
Stage4_Northridge_centrality-first,45,D06,301108,0.3632837518460308,4.287354745722832,3.9240709938768004,0.3632837518460308
Stage4_Northridge_centrality-first,46,D06,307785,0.1049123096516586,5.434955418018476,5.330043108366818,0.1049123096516586
Stage4_Northridge_centrality-first,47,D07,308806,0.1553221445335955,1.2673719325375041,1.1120497880039086,0.1553221445335955
Stage4_Northridge_centrality-first,48,D07,300493,0.6800093924614687,32.93453324032614,32.25452384786467,0.6800093924614687
Stage4_Northridge_centrality-first,49,D07,307512,0.4408937356137017,12.4360953911141,11.995201655500397,0.4408937356137017
Stage4_Northridge_centrality-first,50,D09,306279,0.4111720768171574,2.018554609296041,1.6073825324788837,0.4111720768171574
Stage4_Northridge_centrality-first,51,D09,302798,0.1017512021068939,4.5447945629853095,4.4430433608784154,0.1017512021068939
