time_hr,Northridge__DS4_24_8_baseline__tract_mean,Northridge__DS4_24_8_baseline__population_weighted,Northridge__DS4_24_8_baseline__svi_population_weighted,SanFernando__DS4_24_8_baseline__tract_mean,SanFernando__DS4_24_8_baseline__population_weighted,SanFernando__DS4_24_8_baseline__svi_population_weighted,LongBeach__DS4_24_8_baseline__tract_mean,LongBeach__DS4_24_8_baseline__population_weighted,LongBeach__DS4_24_8_baseline__svi_population_weighted,2pc50__DS4_24_8_baseline__tract_mean,2pc50__DS4_24_8_baseline__population_weighted,2pc50__DS4_24_8_baseline__svi_population_weighted,Northridge__DS4_36_12__tract_mean,Northridge__DS4_36_12__population_weighted,Northridge__DS4_36_12__svi_population_weighted,SanFernando__DS4_36_12__tract_mean,SanFernando__DS4_36_12__population_weighted,SanFernando__DS4_36_12__svi_population_weighted,LongBeach__DS4_36_12__tract_mean,LongBeach__DS4_36_12__population_weighted,LongBeach__DS4_36_12__svi_population_weighted,2pc50__DS4_36_12__tract_mean,2pc50__DS4_36_12__population_weighted,2pc50__DS4_36_12__svi_population_weighted,Northridge__DS4_48_16__tract_mean,Northridge__DS4_48_16__population_weighted,Northridge__DS4_48_16__svi_population_weighted,SanFernando__DS4_48_16__tract_mean,SanFernando__DS4_48_16__population_weighted,SanFernando__DS4_48_16__svi_population_weighted,LongBeach__DS4_48_16__tract_mean,LongBeach__DS4_48_16__population_weighted,LongBeach__DS4_48_16__svi_population_weighted,2pc50__DS4_48_16__tract_mean,2pc50__DS4_48_16__population_weighted,2pc50__DS4_48_16__svi_population_weighted
0.5,0.36098486,0.3842352,0.3923085,0.58153737,0.59193176,0.5950609,0.5697518,0.55799776,0.5458003,0.00068341626,0.0006726083,0.00064746203,0.36098486,0.3842352,0.3923085,0.58153737,0.59193176,0.5950609,0.5697518,0.55799776,0.5458003,0.00068341626,0.0006726083,0.00064746203,0.36098486,0.3842352,0.3923085,0.58153737,0.59193176,0.5950609,0.5697518,0.55799776,0.5458003,0.00068341626,0.0006726083,0.00064746203
0.55,0.36442506,0.38785917,0.39606002,0.5855162,0.59592736,0.59913665,0.57347566,0.56162304,0.54942185,0.0006919825,0.0006811911,0.00065570575,0.36442506,0.38785917,0.39606002,0.5855162,0.59592736,0.59913665,0.57347566,0.56162304,0.54942185,0.0006919825,0.0006811911,0.00065570575,0.36442506,0.38785917,0.39606002,0.5855162,0.59592736,0.59913665,0.57347566,0.56162304,0.54942185,0.0006919825,0.0006811911,0.00065570575
0.6000000000000001,0.36818898,0.3918241,0.40016454,0.58986944,0.60029894,0.6035959,0.5775499,0.56558937,0.55338407,0.0007013547,0.00069058145,0.0006647252,0.36818898,0.3918241,0.40016454,0.58986944,0.60029894,0.6035959,0.5775499,0.56558937,0.55338407,0.0007013547,0.00069058145,0.0006647252,0.36818898,0.3918241,0.40016454,0.58986944,0.60029894,0.6035959,0.5775499,0.56558937,0.55338407,0.0007013547,0.00069058145,0.0006647252
0.65,0.3722661,0.396119,0.4046106,0.59458494,0.6050343,0.6084263,0.5819631,0.5698858,0.557676,0.0007115069,0.0007007532,0.0006744951,0.3722661,0.396119,0.4046106,0.59458494,0.6050343,0.6084263,0.5819631,0.5698858,0.557676,0.0007115069,0.0007007532,0.0006744951,0.3722661,0.396119,0.4046106,0.59458494,0.6050343,0.6084263,0.5819631,0.5698858,0.557676,0.0007115069,0.0007007532,0.0006744951
0.7000000000000001,0.37663862,0.40072507,0.4093788,0.59964204,0.6101127,0.6136066,0.58669615,0.57449347,0.5622789,0.0007223945,0.0007116619,0.0006849729,0.37663862,0.40072507,0.4093788,0.59964204,0.6101127,0.6136066,0.58669615,0.57449347,0.5622789,0.0007223945,0.0007116619,0.0006849729,0.37663862,0.40072507,0.4093788,0.59964204,0.6101127,0.6136066,0.58669615,0.57449347,0.5622789,0.0007223945,0.0007116619,0.0006849729
0.75,0.38128126,0.40561566,0.41444153,0.6050115,0.61550486,0.61910695,0.59172153,0.5793858,0.56716615,0.0007339548,0.0007232445,0.000696098,0.38128126,0.40561566,0.41444153,0.6050115,0.61550486,0.61910695,0.59172153,0.5793858,0.56716615,0.0007339548,0.0007232445,0.000696098,0.38128126,0.40561566,0.41444153,0.6050115,0.61550486,0.61910695,0.59172153,0.5793858,0.56716615,0.0007339548,0.0007232445,0.000696098
0.8,0.38616174,0.41075683,0.41976365,0.61065614,0.62117326,0.6248891,0.5970044,0.5845288,0.5723038,0.0007461073,0.0007354205,0.00070779305,0.38616174,0.41075683,0.41976365,0.61065614,0.62117326,0.6248891,0.5970044,0.5845288,0.5723038,0.0007461073,0.0007354205,0.00070779305,0.38616174,0.41075683,0.41976365,0.61065614,0.62117326,0.6248891,0.5970044,0.5845288,0.5723038,0.0007461073,0.0007354205,0.00070779305
0.8500000000000001,0.39124122,0.41610762,0.4253028,0.61653095,0.6270728,0.630907,0.6025027,0.5898815,0.5776509,0.0007587553,0.000748093,0.00071996497,0.39124122,0.41610762,0.4253028,0.61653095,0.6270728,0.630907,0.6025027,0.5898815,0.5776509,0.0007587553,0.000748093,0.00071996497,0.39124122,0.41610762,0.4253028,0.61653095,0.6270728,0.630907,0.6025027,0.5898815,0.5776509,0.0007587553,0.000748093,0.00071996497
0.9,0.3964753,0.42162123,0.43101045,0.62258446,0.6331519,0.637108,0.6081683,0.59539706,0.58316076,0.00077178824,0.00076115114,0.00073250727,0.3964753,0.42162123,0.43101045,0.62258446,0.6331519,0.637108,0.6081683,0.59539706,0.58316076,0.00077178824,0.00076115114,0.00073250727,0.3964753,0.42162123,0.43101045,0.62258446,0.6331519,0.637108,0.6081683,0.59539706,0.58316076,0.00077178824,0.00076115114,0.00073250727
0.9500000000000001,0.40181497,0.42724612,0.43683335,0.62876016,0.63935363,0.64343417,0.6139482,0.601024,0.5887818,0.0007850842,0.0007744728,0.0007453027,0.40181497,0.42724612,0.43683335,0.62876016,0.63935363,0.64343417,0.6139482,0.601024,0.5887818,0.0007850842,0.0007744728,0.0007453027,0.40181497,0.42724612,0.43683335,0.62876016,0.63935363,0.64343417,0.6139482,0.601024,0.5887818,0.0007850842,0.0007744728,0.0007453027
1.0,0.4072083,0.43292752,0.44271472,0.6349979,0.64561766,0.6498239,0.6197862,0.60670733,0.59445924,0.00079851365,0.00078792823,0.00075822667,0.4072083,0.43292752,0.44271472,0.6349979,0.64561766,0.6498239,0.6197862,0.60670733,0.59445924,0.00079851365,0.00078792823,0.00075822667,0.4072083,0.43292752,0.44271472,0.6349979,0.64561766,0.6498239,0.6197862,0.60670733,0.59445924,0.00079851365,0.00078792823,0.00075822667
1.05,0.4126016,0.4386089,0.44859606,0.64123565,0.6518817,0.6562136,0.6256242,0.61239076,0.60013676,0.00081194314,0.00080138363,0.0007711506,0.4126016,0.4386089,0.44859606,0.64123565,0.6518817,0.6562136,0.6256242,0.61239076,0.60013676,0.00081194314,0.00080138363,0.0007711506,0.4126016,0.4386089,0.44859606,0.64123565,0.6518817,0.6562136,0.6256242,0.61239076,0.60013676,0.00081194314,0.00080138363,0.0007711506
1.1,0.41794127,0.44423378,0.45441893,0.64741135,0.65808344,0.6625398,0.6314041,0.6180176,0.6057578,0.00082523905,0.0008147053,0.00078394596,0.41794127,0.44423378,0.45441893,0.64741135,0.65808344,0.6625398,0.6314041,0.6180176,0.6057578,0.00082523905,0.0008147053,0.00078394596,0.41794127,0.44423378,0.45441893,0.64741135,0.65808344,0.6625398,0.6314041,0.6180176,0.6057578,0.00082523905,0.0008147053,0.00078394596
1.1500000000000001,0.42317533,0.4497474,0.46012664,0.6534649,0.66416246,0.6687408,0.6370697,0.6235332,0.6112676,0.000838272,0.0008277634,0.0007964883,0.42317533,0.4497474,0.46012664,0.6534649,0.66416246,0.6687408,0.6370697,0.6235332,0.6112676,0.000838272,0.0008277634,0.0007964883,0.42317533,0.4497474,0.46012664,0.6534649,0.66416246,0.6687408,0.6370697,0.6235332,0.6112676,0.000838272,0.0008277634,0.0007964883
1.2000000000000002,0.4282548,0.45509818,0.46566576,0.65933967,0.670062,0.6747587,0.64256793,0.62888587,0.6166147,0.00085092,0.00084043585,0.0008086602,0.4282548,0.45509818,0.46566576,0.65933967,0.670062,0.6747587,0.64256793,0.62888587,0.6166147,0.00085092,0.00084043585,0.0008086602,0.4282548,0.45509818,0.46566576,0.65933967,0.670062,0.6747587,0.64256793,0.62888587,0.6166147,0.00085092,0.00084043585,0.0008086602
1.25,0.4331353,0.46023935,0.47098786,0.6649843,0.6757304,0.6805408,0.6478508,0.63402885,0.6217523,0.0008630725,0.0008526119,0.0008203552,0.4331353,0.46023935,0.47098786,0.6649843,0.6757304,0.6805408,0.6478508,0.63402885,0.6217523,0.0008630725,0.0008526119,0.0008203552,0.4331353,0.46023935,0.47098786,0.6649843,0.6757304,0.6805408,0.6478508,0.63402885,0.6217523,0.0008630725,0.0008526119,0.0008203552
1.3,0.43777797,0.46512997,0.47605065,0.67035383,0.6811226,0.6860412,0.65287626,0.6389212,0.6266396,0.0008746328,0.00086419453,0.00083148037,0.43777797,0.46512997,0.47605065,0.67035383,0.6811226,0.6860412,0.65287626,0.6389212,0.6266396,0.0008746328,0.00086419453,0.00083148037,0.43777797,0.46512997,0.47605065,0.67035383,0.6811226,0.6860412,0.65287626,0.6389212,0.6266396,0.0008746328,0.00086419453,0.00083148037
1.35,0.44215044,0.469736,0.4808188,0.6754109,0.686201,0.6912215,0.6576092,0.6435289,0.6312425,0.0008855204,0.00087510323,0.0008419581,0.44215044,0.469736,0.4808188,0.6754109,0.686201,0.6912215,0.6576092,0.6435289,0.6312425,0.0008855204,0.00087510323,0.0008419581,0.44215044,0.469736,0.4808188,0.6754109,0.686201,0.6912215,0.6576092,0.6435289,0.6312425,0.0008855204,0.00087510323,0.0008419581
1.4000000000000001,0.44622758,0.4740309,0.48526487,0.68012637,0.6909363,0.69605184,0.66202253,0.6478253,0.63553447,0.00089567254,0.00088527496,0.0008517281,0.44622758,0.4740309,0.48526487,0.68012637,0.6909363,0.69605184,0.66202253,0.6478253,0.63553447,0.00089567254,0.00088527496,0.0008517281,0.44622758,0.4740309,0.48526487,0.68012637,0.6909363,0.69605184,0.66202253,0.6478253,0.63553447,0.00089567254,0.00088527496,0.0008517281
1.4500000000000002,0.4499915,0.47799587,0.4893694,0.6844796,0.6953079,0.70051116,0.66609675,0.6517917,0.6394967,0.0009050448,0.00089466537,0.00086074753,0.4499915,0.47799587,0.4893694,0.6844796,0.6953079,0.70051116,0.66609675,0.6517917,0.6394967,0.0009050448,0.00089466537,0.00086074753,0.4499915,0.47799587,0.4893694,0.6844796,0.6953079,0.70051116,0.66609675,0.6517917,0.6394967,0.0009050448,0.00089466537,0.00086074753
1.5,0.4534317,0.48161983,0.4931209,0.68845844,0.6993035,0.7045869,0.6698206,0.6554169,0.64311814,0.000913611,0.0009032481,0.00086899125,0.4534317,0.48161983,0.4931209,0.68845844,0.6993035,0.7045869,0.6698206,0.6554169,0.64311814,0.000913611,0.0009032481,0.00086899125,0.4534317,0.48161983,0.4931209,0.68845844,0.6993035,0.7045869,0.6698206,0.6554169,0.64311814,0.000913611,0.0009032481,0.00086899125
1.55,0.45654482,0.48489922,0.4965157,0.6920589,0.70291924,0.70827514,0.67319036,0.6586974,0.64639527,0.00092136266,0.0009110148,0.00087645114,0.45654482,0.48489922,0.4965157,0.6920589,0.70291924,0.70827514,0.67319036,0.6586974,0.64639527,0.00092136266,0.0009110148,0.00087645114,0.45654482,0.48489922,0.4965157,0.6920589,0.70291924,0.70827514,0.67319036,0.6586974,0.64639527,0.00092136266,0.0009110148,0.00087645114
1.6,0.45933387,0.48783726,0.49955717,0.6952847,0.7061586,0.7115795,0.6762094,0.66163653,0.6493313,0.00092830753,0.00091797306,0.00088313455,0.45933387,0.48783726,0.49955717,0.6952847,0.7061586,0.7115795,0.6762094,0.66163653,0.6493313,0.00092830753,0.00091797306,0.00088313455,0.45933387,0.48783726,0.49955717,0.6952847,0.7061586,0.7115795,0.6762094,0.66163653,0.6493313,0.00092830753,0.00091797306,0.00088313455
1.6500000000000001,0.46180782,0.49044332,0.50225496,0.698146,0.70903194,0.71451044,0.6788873,0.6642435,0.6519356,0.0009344677,0.0009241451,0.0008890628,0.46180782,0.49044332,0.50225496,0.698146,0.70903194,0.71451044,0.6788873,0.6642435,0.6519356,0.0009344677,0.0009241451,0.0008890628,0.46180782,0.49044332,0.50225496,0.698146,0.70903194,0.71451044,0.6788873,0.6642435,0.6519356,0.0009344677,0.0009241451,0.0008890628
1.7000000000000002,0.4639804,0.49273196,0.5046241,0.70065874,0.71155524,0.7170844,0.681239,0.666533,0.65422267,0.0009398775,0.0009295654,0.000894269,0.4639804,0.49273196,0.5046241,0.70065874,0.71155524,0.7170844,0.681239,0.666533,0.65422267,0.0009398775,0.0009295654,0.000894269,0.4639804,0.49273196,0.5046241,0.70065874,0.71155524,0.7170844,0.681239,0.666533,0.65422267,0.0009398775,0.0009295654,0.000894269
1.75,0.46586937,0.49472183,0.50668406,0.7028434,0.7137492,0.7193224,0.6832837,0.66852355,0.65621114,0.00094458106,0.00093427807,0.00089879544,0.46586937,0.49472183,0.50668406,0.7028434,0.7137492,0.7193224,0.6832837,0.66852355,0.65621114,0.00094458106,0.00093427807,0.00089879544,0.46586937,0.49472183,0.50668406,0.7028434,0.7137492,0.7193224,0.6832837,0.66852355,0.65621114,0.00094458106,0.00093427807,0.00089879544
1.8,0.46749544,0.49643475,0.50845724,0.7047241,0.71563774,0.72124887,0.6850438,0.67023706,0.65792286,0.00094863,0.0009383348,0.000902692,0.46749544,0.49643475,0.50845724,0.7047241,0.71563774,0.72124887,0.6850438,0.67023706,0.65792286,0.00094863,0.0009383348,0.000902692,0.46749544,0.49643475,0.50845724,0.7047241,0.71563774,0.72124887,0.6850438,0.67023706,0.65792286,0.00094863,0.0009383348,0.000902692
1.85,0.46888125,0.4978946,0.50996846,0.7063269,0.7172473,0.7228907,0.6865439,0.67169744,0.65938175,0.0009520807,0.0009417922,0.0009060128,0.46888125,0.4978946,0.50996846,0.7063269,0.7172473,0.7228907,0.6865439,0.67169744,0.65938175,0.0009520807,0.0009417922,0.0009060128,0.46888125,0.4978946,0.50996846,0.7063269,0.7172473,0.7228907,0.6865439,0.67169744,0.65938175,0.0009520807,0.0009417922,0.0009060128
1.9000000000000001,0.4700506,0.49912637,0.51124364,0.70767933,0.7186054,0.72427607,0.68780965,0.67292964,0.66061264,0.00095499237,0.0009447095,0.00090881484,0.4700506,0.49912637,0.51124364,0.70767933,0.7186054,0.72427607,0.68780965,0.67292964,0.66061264,0.00095499237,0.0009447095,0.00090881484,0.4700506,0.49912637,0.51124364,0.70767933,0.7186054,0.72427607,0.68780965,0.67292964,0.66061264,0.00095499237,0.0009447095,0.00090881484
1.9500000000000002,0.47102743,0.5001554,0.5123089,0.7088091,0.71974,0.7254334,0.68886703,0.673959,0.661641,0.00095742475,0.0009471466,0.00091115566,0.47102743,0.5001554,0.5123089,0.7088091,0.71974,0.7254334,0.68886703,0.673959,0.661641,0.00095742475,0.0009471466,0.00091115566,0.47102743,0.5001554,0.5123089,0.7088091,0.71974,0.7254334,0.68886703,0.673959,0.661641,0.00095742475,0.0009471466,0.00091115566
2.0,0.4718354,0.5010065,0.5131899,0.70974356,0.7206784,0.7263906,0.6897416,0.67481047,0.6624915,0.0009594366,0.0009491623,0.00091309176,0.4718354,0.5010065,0.5131899,0.70974356,0.7206784,0.7263906,0.6897416,0.67481047,0.6624915,0.0009594366,0.0009491623,0.00091309176,0.4718354,0.5010065,0.5131899,0.70974356,0.7206784,0.7263906,0.6897416,0.67481047,0.6624915,0.0009594366,0.0009491623,0.00091309176
2.0500000000000003,0.47249702,0.50170344,0.5139114,0.71050876,0.7214468,0.72717446,0.69045776,0.67550766,0.663188,0.000961084,0.0009508129,0.00091467716,0.47249702,0.50170344,0.5139114,0.71050876,0.7214468,0.72717446,0.69045776,0.67550766,0.663188,0.000961084,0.0009508129,0.00091467716,0.47249702,0.50170344,0.5139114,0.71050876,0.7214468,0.72717446,0.69045776,0.67550766,0.663188,0.000961084,0.0009508129,0.00091467716
2.1,0.47303337,0.50226843,0.5144963,0.71112907,0.72206974,0.7278099,0.69103837,0.67607284,0.6637526,0.00096241955,0.000952151,0.00091596245,0.47303337,0.50226843,0.5144963,0.71112907,0.72206974,0.7278099,0.69103837,0.67607284,0.6637526,0.00096241955,0.000952151,0.00091596245,0.47303337,0.50226843,0.5144963,0.71112907,0.72206974,0.7278099,0.69103837,0.67607284,0.6637526,0.00096241955,0.000952151,0.00091596245
2.15,0.4734639,0.50272197,0.51496583,0.711627,0.7225698,0.72831994,0.69150436,0.67652655,0.66420585,0.0009634916,0.0009532251,0.0009169941,0.4734639,0.50272197,0.51496583,0.711627,0.7225698,0.72831994,0.69150436,0.67652655,0.66420585,0.0009634916,0.0009532251,0.0009169941,0.4734639,0.50272197,0.51496583,0.711627,0.7225698,0.72831994,0.69150436,0.67652655,0.66420585,0.0009634916,0.0009532251,0.0009169941
2.2,0.47380605,0.5030824,0.5153389,0.7120227,0.72296715,0.7287253,0.69187474,0.6768871,0.664566,0.00096434355,0.00095407874,0.000917814,0.47380605,0.5030824,0.5153389,0.7120227,0.72296715,0.7287253,0.69187474,0.6768871,0.664566,0.00096434355,0.00095407874,0.000917814,0.47380605,0.5030824,0.5153389,0.7120227,0.72296715,0.7287253,0.69187474,0.6768871,0.664566,0.00096434355,0.00095407874,0.000917814
2.25,0.47407523,0.503366,0.51563245,0.7123341,0.72327983,0.72904426,0.6921661,0.67717075,0.66484934,0.0009650138,0.00095475034,0.00091845903,0.47407523,0.503366,0.51563245,0.7123341,0.72327983,0.72904426,0.6921661,0.67717075,0.66484934,0.0009650138,0.00095475034,0.00091845903,0.47407523,0.503366,0.51563245,0.7123341,0.72327983,0.72904426,0.6921661,0.67717075,0.66484934,0.0009650138,0.00095475034,0.00091845903
2.3000000000000003,0.47428492,0.5035869,0.51586115,0.71257657,0.7235234,0.7292927,0.69239306,0.6773917,0.6650701,0.000965536,0.00095527346,0.00091896154,0.47428492,0.5035869,0.51586115,0.71257657,0.7235234,0.7292927,0.69239306,0.6773917,0.6650701,0.000965536,0.00095527346,0.00091896154,0.47428492,0.5035869,0.51586115,0.71257657,0.7235234,0.7292927,0.69239306,0.6773917,0.6650701,0.000965536,0.00095527346,0.00091896154
2.35,0.47444665,0.50375724,0.51603746,0.7127636,0.7237112,0.72948426,0.6925681,0.6775621,0.66524035,0.0009659386,0.0009556769,0.000919349,0.47444665,0.50375724,0.51603746,0.7127636,0.7237112,0.72948426,0.6925681,0.6775621,0.66524035,0.0009659386,0.0009556769,0.000919349,0.47444665,0.50375724,0.51603746,0.7127636,0.7237112,0.72948426,0.6925681,0.6775621,0.66524035,0.0009659386,0.0009556769,0.000919349
2.4000000000000004,0.47457013,0.5038873,0.5161721,0.7129064,0.7238546,0.72963053,0.6927018,0.67769223,0.66537035,0.00096624607,0.000955985,0.00091964495,0.47457013,0.5038873,0.5161721,0.7129064,0.7238546,0.72963053,0.6927018,0.67769223,0.66537035,0.00096624607,0.000955985,0.00091964495,0.47457013,0.5038873,0.5161721,0.7129064,0.7238546,0.72963053,0.6927018,0.67769223,0.66537035,0.00096624607,0.000955985,0.00091964495
2.45,0.47466347,0.50398564,0.5162739,0.7130144,0.723963,0.72974116,0.69280285,0.67779064,0.6654686,0.00096647855,0.0009562179,0.0009198686,0.47466347,0.50398564,0.5162739,0.7130144,0.723963,0.72974116,0.69280285,0.67779064,0.6654686,0.00096647855,0.0009562179,0.0009198686,0.47466347,0.50398564,0.5162739,0.7130144,0.723963,0.72974116,0.69280285,0.67779064,0.6654686,0.00096647855,0.0009562179,0.0009198686
2.5,0.47473332,0.5040592,0.5163501,0.7130952,0.72404414,0.7298239,0.6928785,0.67786425,0.6655421,0.0009666525,0.00095639215,0.00092003605,0.47473332,0.5040592,0.5163501,0.7130952,0.72404414,0.7298239,0.6928785,0.67786425,0.6655421,0.0009666525,0.00095639215,0.00092003605,0.47473332,0.5040592,0.5163501,0.7130952,0.72404414,0.7298239,0.6928785,0.67786425,0.6655421,0.0009666525,0.00095639215,0.00092003605
2.5500000000000003,0.4747851,0.50411373,0.51640654,0.7131551,0.7241043,0.7298852,0.6929345,0.6779188,0.6655966,0.0009667814,0.0009565213,0.0009201601,0.4747851,0.50411373,0.51640654,0.7131551,0.7241043,0.7298852,0.6929345,0.6779188,0.6655966,0.0009667814,0.0009565213,0.0009201601,0.4747851,0.50411373,0.51640654,0.7131551,0.7241043,0.7298852,0.6929345,0.6779188,0.6655966,0.0009667814,0.0009565213,0.0009201601
2.6,0.4748231,0.5041538,0.51644796,0.713199,0.7241484,0.7299302,0.6929756,0.67795885,0.6656366,0.000966876,0.0009566161,0.00092025107,0.4748231,0.5041538,0.51644796,0.713199,0.7241484,0.7299302,0.6929756,0.67795885,0.6656366,0.000966876,0.0009566161,0.00092025107,0.4748231,0.5041538,0.51644796,0.713199,0.7241484,0.7299302,0.6929756,0.67795885,0.6656366,0.000966876,0.0009566161,0.00092025107
2.6500000000000004,0.47485065,0.5041828,0.51647806,0.7132309,0.7241804,0.7299629,0.69300544,0.6779879,0.6656656,0.0009669446,0.0009566849,0.0009203172,0.47485065,0.5041828,0.51647806,0.7132309,0.7241804,0.7299629,0.69300544,0.6779879,0.6656656,0.0009669446,0.0009566849,0.0009203172,0.47485065,0.5041828,0.51647806,0.7132309,0.7241804,0.7299629,0.69300544,0.6779879,0.6656656,0.0009669446,0.0009566849,0.0009203172
