OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
3162,128302,44000,Los Angeles,Van Nuys,12830244000Van Nuys,7414437.28417969,12437.453135953
3163,128303,44000,Los Angeles,Van Nuys,12830344000Van Nuys,4455349.90917969,9765.93218738543
3164,128400,44000,Los Angeles,Sherman Oaks,12840044000Sherman Oaks,12591669.3730469,16639.3316926211
3165,128400,44000,Los Angeles,Van Nuys,12840044000Van Nuys,5984614.27441406,14601.6297893328
3166,128500,44000,Los Angeles,Sherman Oaks,12850044000Sherman Oaks,10481265.5498047,13224.6234663193
3167,128601,44000,Los Angeles,Sherman Oaks,12860144000Sherman Oaks,4572749.62988281,8744.2475215938
3168,128601,44000,Los Angeles,Valley Glen,12860144000Valley Glen,2766458.41894531,7236.19751578195
3169,128602,44000,Los Angeles,Sherman Oaks,12860244000Sherman Oaks,6978635.90917969,10566.3763423116
3170,128602,44000,Los Angeles,Valley Glen,12860244000Valley Glen,5230599.03613281,9243.19111799281
3171,128703,44000,Los Angeles,Sherman Oaks,12870344000Sherman Oaks,8910718.8046875,11759.0150969936
3172,128704,44000,Los Angeles,Sherman Oaks,12870444000Sherman Oaks,8965439.16503906,12103.9478711564
3173,128801,44000,Los Angeles,Sherman Oaks,12880144000Sherman Oaks,5296766.60058594,9461.61292231758
3174,128802,44000,Los Angeles,Sherman Oaks,12880244000Sherman Oaks,10452960.2519531,13224.0086068933
3175,128910,44000,Los Angeles,Sherman Oaks,12891044000Sherman Oaks,14388117.0712891,17404.3258407868
3176,131021,44000,Los Angeles,Reseda,13102144000Reseda,6054619.04785156,10623.2236047404
3177,131022,44000,Los Angeles,Reseda,13102244000Reseda,5427173.55566406,10054.8917383279
3178,131023,44000,Los Angeles,Reseda,13102344000Reseda,6339713.29296875,10095.4410030366
3179,131024,44000,Los Angeles,Reseda,13102444000Reseda,9212645.59765625,12290.3303304503
3180,131100,44000,Los Angeles,Lake Balboa,13110044000Lake Balboa,11859303.140625,14177.7496030677
3181,131200,44000,Los Angeles,Northridge,13120044000Northridge,12145070.3740234,14481.0108880181
3182,131300,44000,Los Angeles,Reseda,13130044000Reseda,12033501.8203125,14396.3923032222
3183,131400,44000,Los Angeles,Reseda,13140044000Reseda,11916314.0361328,14307.2236485325
3184,131600,44000,Los Angeles,Reseda,13160044000Reseda,3521427.74316406,7937.12178245758
3185,131600,44000,Los Angeles,Reseda Ranch,13160044000Reseda Ranch,20058477.4667969,19419.2878963229
3186,131701,44000,Los Angeles,Reseda,13170144000Reseda,7100131.04101563,10658.5302247677
3187,131702,44000,Los Angeles,Reseda,13170244000Reseda,7761428.031,11155.1425859935
3188,131801,44000,Los Angeles,Reseda,13180144000Reseda,7064102.64453125,10634.0758446832
3189,131802,44000,Los Angeles,Reseda,13180244000Reseda,7095560.688,10655.7904345403
3190,131900,44000,Los Angeles,Lake Balboa,13190044000Lake Balboa,14188385.0322266,15934.5461713899
3191,132001,44000,Los Angeles,Lake Balboa,13200144000Lake Balboa,10425625.484375,13176.5434567698
3192,132002,44000,Los Angeles,Lake Balboa,13200244000Lake Balboa,17223542.8945313,21046.024997397
3193,132101,44000,Los Angeles,Lake Balboa,13210144000Lake Balboa,8723857.30664063,11887.869527431
3194,132102,44000,Los Angeles,Lake Balboa,13210244000Lake Balboa,12765404.8291016,15444.0386478393
3195,132102,44000,Los Angeles,Van Nuys,13210244000Van Nuys,1994610.07324219,5738.77174536989
3196,132301,44000,Los Angeles,Reseda,13230144000Reseda,6791530.06738281,13146.9678221184
3197,132302,44000,Los Angeles,Reseda,13230244000Reseda,6970318.18652344,13199.909157052
3198,132501,44000,Los Angeles,Reseda,13250144000Reseda,7585902.83789063,11008.2848046914
3199,132502,44000,Los Angeles,Reseda,13250244000Reseda,6724907.02539063,10978.7455439994
3200,132700,44000,Los Angeles,Reseda,13270044000Reseda,14222183.0820313,15690.5633892907
3201,132900,44000,Los Angeles,Reseda,13290044000Reseda,12856405.0576172,18191.0031837958
3202,133000,44000,Los Angeles,Reseda,13300044000Reseda,10787157.8242188,14157.8804898029
3203,133101,44000,Los Angeles,Reseda,13310144000Reseda,7144927.7109375,10976.3905794104
3204,133102,44000,Los Angeles,Reseda,13310244000Reseda,9215625.46191406,12064.1592882064
3205,134001,44000,Los Angeles,Canoga Park,13400144000Canoga Park,6280784.07519531,12145.1155986565
3206,134002,44000,Los Angeles,Winnetka,13400244000Winnetka,8111038.30175781,13631.181903478
3207,134101,44000,Los Angeles,Winnetka,13410144000Winnetka,11471230.3056641,13966.0929577241
3208,134103,44000,Los Angeles,Winnetka,13410344000Winnetka,11307065,17436.889042001
3209,134104,44000,Los Angeles,Winnetka,13410444000Winnetka,6974297.4296875,10562.5443777477
3210,134201,44000,Los Angeles,Canoga Park,13420144000Canoga Park,11486852.0996094,13874.5557426524
3211,134201,44000,Los Angeles,Winnetka,13420144000Winnetka,4300031.52734375,11040.2162881471
3212,134302,44000,Los Angeles,West Hills,13430244000West Hills,14065941.8066406,15260.6936971982
3213,134303,44000,Los Angeles,Canoga Park,13430344000Canoga Park,11821244.4326172,15992.435098992
3214,134303,44000,Los Angeles,West Hills,13430344000West Hills,5237971.12109375,11705.3417050086
3215,134304,44000,Los Angeles,Canoga Park,13430444000Canoga Park,10983304.5761719,13572.0714454501
3216,134305,44000,Los Angeles,Canoga Park,13430544000Canoga Park,3848679.29492188,8097.57616871952
3217,134306,44000,Los Angeles,Canoga Park,13430644000Canoga Park,6671301.68164063,10337.9129885421
3218,134421,44000,Los Angeles,West Hills,13442144000West Hills,22972057.6230469,19308.1380438238
3219,134422,44000,Los Angeles,West Hills,13442244000West Hills,25274062.8818359,25527.3710708948
3220,134423,44000,Los Angeles,West Hills,13442344000West Hills,16866252.5820313,18426.7237423874
3221,134424,99037,Unincorporated,West Chatsworth,13442499037West Chatsworth,13642730.7744141,19260.5902616164
3222,134424,44000,Los Angeles,West Hills,13442444000West Hills,26303752.0537109,29996.3440183087
3223,134520,44000,Los Angeles,Canoga Park,13452044000Canoga Park,10410480.7744141,13162.3982811988
3224,134521,44000,Los Angeles,Canoga Park,13452144000Canoga Park,3786338.21386719,8186.67083086119
3225,134522,44000,Los Angeles,Canoga Park,13452244000Canoga Park,6622491.90234375,10276.0442684827
3226,134710,44000,Los Angeles,Winnetka,13471044000Winnetka,6141752.9140625,9941.28638469846
3227,134720,44000,Los Angeles,Winnetka,13472044000Winnetka,10650507.1660156,13301.2940975222
3228,134801,44000,Los Angeles,Winnetka,13480144000Winnetka,9947179.48535156,13011.9684110053
3229,134802,44000,Los Angeles,Winnetka,13480244000Winnetka,10227139.9091797,12886.3957886789
3230,134901,44000,Los Angeles,Reseda,13490144000Reseda,6889639.04882813,10516.5206892441
3231,134901,44000,Los Angeles,Woodland Hills,13490144000Woodland Hills,4541071.859,9177.70473090318
3232,134904,44000,Los Angeles,Winnetka,13490444000Winnetka,11190829.5712891,15676.4485172426
3233,134905,44000,Los Angeles,Woodland Hills,13490544000Woodland Hills,27841583.3818359,22067.8447388791
3234,134906,44000,Los Angeles,Canoga Park,13490644000Canoga Park,1881048.61328125,7325.3490749762
3235,134907,44000,Los Angeles,Canoga Park,13490744000Canoga Park,4213759.21777344,9405.38165754565
3236,135102,44000,Los Angeles,West Hills,13510244000West Hills,11523716.5869141,17607.3165934921
3237,135102,44000,Los Angeles,Woodland Hills,13510244000Woodland Hills,6434536.08007813,14224.4729900818
3238,135111,44000,Los Angeles,Canoga Park,13511144000Canoga Park,11190241.9931641,13450.4172335721
3239,135113,44000,Los Angeles,Woodland Hills,13511344000Woodland Hills,6927166.23242188,13080.9591344503
3240,135115,44000,Los Angeles,Canoga Park,13511544000Canoga Park,807213.369140625,4011.50201161005
3241,135115,44000,Los Angeles,Woodland Hills,13511544000Woodland Hills,2782668.9453125,6866.01470509473
3242,135116,44000,Los Angeles,Canoga Park,13511644000Canoga Park,10079475.0126953,13024.3102354311
3243,135201,44000,Los Angeles,West Hills,13520144000West Hills,9928812.1171875,13064.6048173236
3244,135201,44000,Los Angeles,Woodland Hills,13520144000Woodland Hills,6558117.04101563,10450.8579539145
3245,135202,44000,Los Angeles,West Hills,13520244000West Hills,10635647.6044922,13926.7909136583
3246,135202,44000,Los Angeles,Woodland Hills,13520244000Woodland Hills,8335867.97851563,13172.2271642173
3247,135204,44000,Los Angeles,West Hills,13520444000West Hills,15486574.3476563,17712.4460617001
3248,135204,44000,Los Angeles,Woodland Hills,13520444000Woodland Hills,4510277.07128906,11325.3772342801
3249,135205,99037,Unincorporated,Westhills,13520599037Westhills,6186904.19433594,11655.7954695589
3250,135205,44000,Los Angeles,West Hills,13520544000West Hills,22269681.2695313,31258.1658597339
3251,137000,44000,Los Angeles,Woodland Hills,13700044000Woodland Hills,32407424.9511719,32580.4945278034
3252,137103,44000,Los Angeles,Woodland Hills,13710344000Woodland Hills,8177130.72558594,11780.302204304
3253,137104,44000,Los Angeles,Woodland Hills,13710444000Woodland Hills,27605092.1308594,23404.1555034438
3254,137202,44000,Los Angeles,Woodland Hills,13720244000Woodland Hills,9364265.39941406,13005.9248433644
3255,137203,44000,Los Angeles,Woodland Hills,13720344000Woodland Hills,12099930.1660156,14510.198477675
3256,137301,44000,Los Angeles,Woodland Hills,13730144000Woodland Hills,17325298.81,20260.6274670451
3257,137302,44000,Los Angeles,Woodland Hills,13730244000Woodland Hills,26336665.3154297,25033.2529524707
3258,137401,44000,Los Angeles,Woodland Hills,13740144000Woodland Hills,25590254.5224609,26372.2163486219
3259,137402,44000,Los Angeles,Woodland Hills,13740244000Woodland Hills,33135304.1259766,30833.5578493326
3260,137501,44000,Los Angeles,Woodland Hills,13750144000Woodland Hills,27063406.0556641,24228.6400404488
3261,137502,44000,Los Angeles,Woodland Hills,13750244000Woodland Hills,22497604.3017578,19254.9786792152
3262,137504,44000,Los Angeles,Woodland Hills,13750444000Woodland Hills,41308969.109375,32870.6595812414
3263,138000,44000,Los Angeles,Woodland Hills,13800044000Woodland Hills,48145270.1796875,31252.3446873709
3264,139001,44000,Los Angeles,Encino,13900144000Encino,13343954.9160156,17734.4903728204
3265,139200,44000,Los Angeles,Encino,13920044000Encino,6559543.82226563,10492.8843846635
3266,139200,44000,Los Angeles,Tarzana,13920044000Tarzana,5836561.375,13968.2820897512
3267,139301,44000,Los Angeles,Tarzana,13930144000Tarzana,18509185.4628906,19729.7177322098
3268,139301,44000,Los Angeles,Woodland Hills,13930144000Woodland Hills,12334593.4599609,14992.2583096485
3269,139302,44000,Los Angeles,Tarzana,13930244000Tarzana,3641044.51953125,7960.64439025571
3270,139303,44000,Los Angeles,Tarzana,13930344000Tarzana,4472193.24609375,9037.81870824558
3271,139401,44000,Los Angeles,Tarzana,13940144000Tarzana,9764867.96191406,12733.4823891535
3272,139402,44000,Los Angeles,Tarzana,13940244000Tarzana,26304520.3398438,28597.5632949237
3273,139502,44000,Los Angeles,Encino,13950244000Encino,5593606.36816406,9602.00934945733
3274,139502,44000,Los Angeles,Tarzana,13950244000Tarzana,5681651.05761719,12301.0438766822
3275,139504,44000,Los Angeles,Encino,13950444000Encino,3111293.93847656,8102.09543842674
3276,139505,44000,Los Angeles,Encino,13950544000Encino,1821450.36328125,6648.4549405366
3277,139506,44000,Los Angeles,Encino,13950644000Encino,1964233.63476563,6284.45872609416
3278,139600,44000,Los Angeles,Encino,13960044000Encino,26665954.5546875,20760.8029341647
3279,139701,44000,Los Angeles,Encino,13970144000Encino,36582410.4824219,32946.9527531659
3280,139703,44000,Los Angeles,Encino,13970344000Encino,50898812.3232422,41373.4379296386
3281,139704,44000,Los Angeles,Encino,13970444000Encino,68361155.6396484,43901.9901623956
3282,139705,44000,Los Angeles,Encino,13970544000Encino,32779237.2724609,38587.4815479554
3283,139801,44000,Los Angeles,Tarzana,13980144000Tarzana,39466450.1269531,27775.2648370907
3284,139802,44000,Los Angeles,Tarzana,13980244000Tarzana,65401202.1923828,46967.0562801965
3285,141101,44000,Los Angeles,Sherman Oaks,14110144000Sherman Oaks,8170710.47949219,11728.9072151566
3286,141102,44000,Los Angeles,Sherman Oaks,14110244000Sherman Oaks,8383730.78613281,15330.0532106944
3287,141201,44000,Los Angeles,Sherman Oaks,14120144000Sherman Oaks,7545667.65527344,12115.1385605032
3288,141202,44000,Los Angeles,Sherman Oaks,14120244000Sherman Oaks,7536322.20214844,12658.6162452821
3289,141303,44000,Los Angeles,Sherman Oaks,14130344000Sherman Oaks,2828156.8515625,7096.50912779058
3290,141304,44000,Los Angeles,Sherman Oaks,14130444000Sherman Oaks,7665898.62207031,14126.6839132459
3291,141305,44000,Los Angeles,Sherman Oaks,14130544000Sherman Oaks,7435648.50683594,11419.078748941
3292,141306,44000,Los Angeles,Sherman Oaks,14130644000Sherman Oaks,6269144.65332031,12161.1107888446
3293,141400,44000,Los Angeles,Encino,14140044000Encino,21520538.4316406,19428.0192279695
3294,141500,44000,Los Angeles,Encino,14150044000Encino,35908648.2734375,31695.4147558975
3295,141600,44000,Los Angeles,Sherman Oaks,14160044000Sherman Oaks,41447521.0341797,37193.4649060525
3296,141700,44000,Los Angeles,Sherman Oaks,14170044000Sherman Oaks,34913376.4648438,32035.6645810841
3297,143101,44000,Los Angeles,Toluca Lake,14310144000Toluca Lake,14961438.53,18581.5158
3298,143102,44000,Los Angeles,Toluca Lake,14310244000Toluca Lake,4210566.44824219,8677.3934290019
3299,143200,44000,Los Angeles,North Hollywood,14320044000North Hollywood,6151169.84277344,11209.079900481
3300,143200,44000,Los Angeles,Studio City,14320044000Studio City,4150746.31347656,9499.28860408289
3301,143301,44000,Los Angeles,Valley Village,14330144000Valley Village,6234261.48144531,13013.0535736277
3302,143302,44000,Los Angeles,Studio City,14330244000Studio City,10158377.421875,16115.7152413886
3303,143302,44000,Los Angeles,Valley Village,14330244000Valley Village,999521.3203,6790.05741175279
3304,143401,44000,Los Angeles,Sherman Oaks,14340144000Sherman Oaks,11938069.8232422,14981.8998450846
3305,143402,44000,Los Angeles,Sherman Oaks,14340244000Sherman Oaks,6976584.12890625,10570.0801028742
3306,143500,44000,Los Angeles,Sherman Oaks,14350044000Sherman Oaks,13326966.8798828,18906.7886327098
3307,143602,44000,Los Angeles,Studio City,14360244000Studio City,13130771.06,16670.2877157364
3308,143603,44000,Los Angeles,Studio City,14360344000Studio City,5655366.72753906,13491.2050112906
3309,143605,44000,Los Angeles,North Hollywood,14360544000North Hollywood,3609765.6640625,8349.74868411741
3310,143606,44000,Los Angeles,North Hollywood,14360644000North Hollywood,959620.9141,5964.9785551764
3311,143700,44000,Los Angeles,Hollywood Hills,14370044000Hollywood Hills,35359681.9902344,37330.1367523353
3312,143801,44000,Los Angeles,Studio City,14380144000Studio City,15404434.9208984,21416.8264539931
3313,143802,44000,Los Angeles,Studio City,14380244000Studio City,12536905.0859375,31498.003146419
3314,143901,44000,Los Angeles,Studio City,14390144000Studio City,56989394.1787109,42062.6181672607
3315,143902,44000,Los Angeles,Sherman Oaks,14390244000Sherman Oaks,27199426.8134766,34221.3470084695
3316,181000,44000,Los Angeles,Eagle Rock,18100044000Eagle Rock,44567974.4462891,37767.6642583813
3317,181300,44000,Los Angeles,Eagle Rock,18130044000Eagle Rock,15508383.6357422,21382.1721216029
3318,181400,44000,Los Angeles,Eagle Rock,18140044000Eagle Rock,9463038.27636719,14429.0355204333
3319,181500,44000,Los Angeles,Eagle Rock,18150044000Eagle Rock,11779899.2509766,17891.5739547887
3320,181600,44000,Los Angeles,Eagle Rock,18160044000Eagle Rock,13454699.4267578,17952.5660749051
3321,183101,44000,Los Angeles,Highland Park,18310144000Highland Park,10427025.4765625,17014.056479871
3322,183103,44000,Los Angeles,Highland Park,18310344000Highland Park,7078796.95996094,19698.0755239884
3323,183104,44000,Los Angeles,Highland Park,18310444000Highland Park,7183313.47558594,16333.3115237549
3324,183220,44000,Los Angeles,Highland Park,18322044000Highland Park,5760188.16796875,13315.1575367688
3325,183221,44000,Los Angeles,Eagle Rock,18322144000Eagle Rock,7607162.38867188,12823.752536286
3326,183222,44000,Los Angeles,Eagle Rock,18322244000Eagle Rock,9995971.74121094,16896.2018603065
3327,183300,44000,Los Angeles,Eagle Rock,18330044000Eagle Rock,5826328.07421875,10264.0932173057
3328,183401,44000,Los Angeles,Eagle Rock,18340144000Eagle Rock,5223899.27929688,10481.102803551
3329,183402,44000,Los Angeles,Eagle Rock,18340244000Eagle Rock,5526724.26757813,11219.5338669201
3330,183510,44000,Los Angeles,Highland Park,18351044000Highland Park,5386523.16894531,10456.8030217495
3331,183520,44000,Los Angeles,Highland Park,18352044000Highland Park,4603712.15429688,9181.80214136815
3332,183610,44000,Los Angeles,Highland Park,18361044000Highland Park,4075525.11328125,9804.38281409189
3333,183620,44000,Los Angeles,Highland Park,18362044000Highland Park,5569786.87792969,9445.37317487079
3334,183701,44000,Los Angeles,Highland Park,18370144000Highland Park,5929136.8515625,12477.9651668715
3335,183702,44000,Los Angeles,Highland Park,18370244000Highland Park,9605851.64453125,17109.6965302779
3336,183810,44000,Los Angeles,Highland Park,18381044000Highland Park,4897322.34667969,10284.5121591179
3337,183820,44000,Los Angeles,Highland Park,18382044000Highland Park,3321692.93457031,10482.3216906105
3338,185101,44000,Los Angeles,Mt. Washington,18510144000Mt. Washington,8774297.37402344,18657.8532584816
3339,185102,44000,Los Angeles,Mt. Washington,18510244000Mt. Washington,15745910.8681641,27672.2933467091
3340,185202,44000,Los Angeles,Mt. Washington,18520244000Mt. Washington,12977025.1132813,17410.1502540722
3341,185203,44000,Los Angeles,Mt. Washington,18520344000Mt. Washington,5901097.85058594,11947.957070807
