OBJECTID,CT20,FIP23,CITY,CSA,CT20FIP23CSA,Shape__Area,Shape__Length
4138,400602,03386,Azusa, ,40060203386,16609023.5742188,21934.7353052681
4139,400603,03386,Azusa, ,40060303386,98883087.7666016,65104.128103617
4140,400605,03386,Azusa, ,40060503386,46434596.0146484,47704.6126632117
4141,400605,99037,Unincorporated,Azusa,40060599037Azusa,7037698.484,10608.4562236865
4142,400801,30014,Glendora, ,40080130014,34628489.63,33415.4195534428
4143,400801,99037,Unincorporated,Glendora,40080199037Glendora,1577922.42773438,10740.6227496677
4144,401001,30014,Glendora, ,40100130014,15605369.8720703,15798.8629344944
4145,401002,30014,Glendora, ,40100230014,15859137.1884766,15902.4141164118
4146,401101,30014,Glendora, ,40110130014,32454162.3330078,25068.1108504673
4147,401102,30014,Glendora, ,40110230014,13800083.8984375,15929.2432627445
4148,401201,30014,Glendora, ,40120130014,25290144.3261719,23643.2380849092
4149,401202,30014,Glendora, ,40120230014,22143865.171875,26538.2579598017
4150,401202,66070,San Dimas, ,40120266070,12099566.5332031,17339.7629663793
4151,401203,30014,Glendora, ,40120330014,20369832.7998047,18820.3372253986
4152,401303,99037,Unincorporated,Covina,40130399037Covina,1231137.10839844,4979.51255525381
4153,401303,66070,San Dimas, ,40130366070,61158582.3164063,42132.8303217409
4154,401304,99037,Unincorporated,East Covina,40130499037East Covina,9668458.36816406,23659.1645794911
4155,401311,30014,Glendora, ,40131130014,320618.649414063,2304.97643784641
4156,401311,66070,San Dimas, ,40131166070,45596717.2119141,31406.6945050977
4157,401312,66070,San Dimas, ,40131266070,29369451.1738281,23350.3753874962
4158,401500,40830,La Verne, ,40150040830,51190930.7958984,46182.2754485137
4159,401601,40830,La Verne, ,40160140830,27277834.0917969,30039.3150113625
4160,401601,99037,Unincorporated,La Verne,40160199037La Verne,673954.719726563,3786.39744474878
4161,401602,40830,La Verne, ,40160240830,21814382.8837891,19113.1147479024
4162,401705,13756,Claremont, ,40170513756,16886952.5117188,20216.1634318408
4163,401705,99037,Unincorporated,Pomona,40170599037Pomona,600170.924804688,3835.96476865449
4164,401706,58072,Pomona, ,40170658072,13349550.2822266,19010.2970364947
4165,401707,58072,Pomona, ,40170758072,21860541.1933594,27709.329981492
4166,401707,99037,Unincorporated,Pomona,40170799037Pomona,822194.741210938,4028.76054360098
4167,401801,13756,Claremont, ,40180113756,38346209.7548828,25383.8273898747
4168,401802,13756,Claremont, ,40180213756,26431059.3583984,20632.8415209434
4169,401901,13756,Claremont, ,40190113756,18481373.7822266,18370.224040597
4170,401902,13756,Claremont, ,40190213756,28578306.2226563,24715.5330364183
4171,402001,13756,Claremont, ,40200113756,15685645.5195313,18558.1402685638
4172,402002,13756,Claremont, ,40200213756,17758245.6767578,17672.3414475145
4173,402101,58072,Pomona, ,40210158072,12818354.4873047,17656.8084592051
4174,402102,58072,Pomona, ,40210258072,24736624.09,20818.4955814035
4175,402200,58072,Pomona, ,40220058072,68586447.7763672,45886.8868092168
4176,402301,58072,Pomona, ,40230158072,14330673.5292969,16806.6418881016
4177,402303,58072,Pomona, ,40230358072,10164240.5566406,13655.4500180765
4178,402304,58072,Pomona, ,40230458072,7506080.891,14823.1031045817
4179,402403,58072,Pomona, ,40240358072,21849551.2060547,31923.3724729673
4180,402404,58072,Pomona, ,40240458072,12671360.7675781,30755.687434298
4181,402404,99037,Unincorporated,Pomona,40240499037Pomona,31385638.2021484,34710.9326979085
4182,402405,58072,Pomona, ,40240558072,10913037.5390625,17807.7899689853
4183,402406,58072,Pomona, ,40240658072,12567678.1191406,14348.1152530986
4184,402501,58072,Pomona, ,40250158072,10935162.4472656,16008.1071993635
4185,402503,58072,Pomona, ,40250358072,9410561.52050781,12827.845729664
4186,402504,58072,Pomona, ,40250458072,6462253.43457031,10587.4089300475
4187,402601,58072,Pomona, ,40260158072,11137833.7265625,17699.9776480925
4188,402602,58072,Pomona, ,40260258072,13424889.7382813,15375.5341275395
4189,402702,58072,Pomona, ,40270258072,16131064.5859375,18396.1504300305
4190,402703,58072,Pomona, ,40270358072,11522718.7060547,18743.8864721723
4191,402705,58072,Pomona, ,40270558072,9314303.75390625,12965.0145178313
4192,402706,58072,Pomona, ,40270658072,11429563.7011719,13787.9475617854
4193,402801,58072,Pomona, ,40280158072,19585945.2285156,22077.0155175908
4194,402803,58072,Pomona, ,40280358072,6784208.83105469,10582.2297749173
4195,402804,58072,Pomona, ,40280458072,14188942.3544922,16157.7345711094
4196,402902,58072,Pomona, ,40290258072,19859817.4443359,20762.2420998985
4197,402903,58072,Pomona, ,40290358072,17055319.9453125,16947.7252459695
4198,402904,58072,Pomona, ,40290458072,20536068.2949219,20764.8184084526
4199,403000,58072,Pomona, ,40300058072,26031472.5703125,25904.8545898464
4200,403305,19192,Diamond Bar, ,40330519192,15950798.8984375,16252.4894222622
4201,403316,19192,Diamond Bar, ,40331619192,31274099.7421875,28449.0720232942
4202,403317,58072,Pomona, ,40331758072,45118051.2265625,38917.0523116668
4203,403318,58072,Pomona, ,40331858072,36259637.9775391,30406.5931372885
4204,403319,19192,Diamond Bar, ,40331919192,24047483.1787109,19930.9740239214
4205,403320,19192,Diamond Bar, ,40332019192,42160909.9667969,29207.8824628692
4206,403321,19192,Diamond Bar, ,40332119192,68510566.0537109,41254.1701816565
4207,403323,19192,Diamond Bar, ,40332319192,34059719.5693359,28147.6579449864
4208,403324,19192,Diamond Bar, ,40332419192,85628446.0234375,46738.4576167052
4209,403325,19192,Diamond Bar, ,40332519192,29574460.5888672,32653.6961727862
4210,403325,99037,Unincorporated,Rowland Heights,40332599037Rowland Heights,154535225.766602,66204.5399565721
4211,403326,19192,Diamond Bar, ,40332619192,12008644.4248047,18701.0546467651
4212,403326,99037,Unincorporated,Rowland Heights,40332699037Rowland Heights,7179759.93847656,15355.2906252576
4213,403327,58072,Pomona, ,40332758072,404468.860351563,3574.61846110894
4214,403327,36490,Industry, ,40332736490,78138129.9677734,61346.5498773217
4215,403328,19192,Diamond Bar, ,40332819192,30056338.9628906,33103.4016640678
4216,403401,99037,Unincorporated,Walnut,40340199037Walnut,166917.887695313,10688.0702110967
4217,403401,83332,Walnut, ,40340183332,24555082.5478516,31725.2979673272
4218,403402,83332,Walnut, ,40340283332,18599090.5126953,17586.4701528224
4219,403403,83332,Walnut, ,40340383332,41864358.0644531,43291.0447738527
4220,403404,83332,Walnut, ,40340483332,25738905.1240234,25243.8468419101
4221,403407,83332,Walnut, ,40340783332,50855743.1435547,37610.0244254609
4222,403408,83332,Walnut, ,40340883332,34079700.0810547,26088.1528686198
4223,403409,83332,Walnut, ,40340983332,50425575.1943359,38739.6760594644
4224,403500,84200,West Covina, ,40350084200,3633263.01953125,11750.3276471722
4225,403500,99037,Unincorporated,Covina,40350099037Covina,45093868.5449219,44294.9120716811
4226,403500,83332,Walnut, ,40350083332,4219446.57714844,13489.4146477533
4227,403601,84200,West Covina, ,40360184200,4260261.44726563,17493.0206028793
4228,403601,99037,Unincorporated,Covina,40360199037Covina,23559190.7089844,52172.5884716674
4229,403702,16742,Covina, ,40370216742,18169236.9667969,18852.8050927393
4230,403702,99037,Unincorporated,Covina (Charter Oak),40370299037Covina (Charter Oak),244568.2266,2108.82563414889
4231,403703,66070,San Dimas, ,40370366070,9834476.49121094,21735.9390956417
4232,403703,99037,Unincorporated,Covina (Charter Oak),40370399037Covina (Charter Oak),3587096.69433594,24644.5712432218
4233,403721,16742,Covina, ,40372116742,18720169.8681641,28012.7924870946
4234,403721,99037,Unincorporated,Covina (Charter Oak),40372199037Covina (Charter Oak),1703638.74609375,8290.01368797196
4235,403722,16742,Covina, ,40372216742,18911256.765625,19610.5518150602
4236,403722,99037,Unincorporated,Covina,40372299037Covina,503515.0313,3271.22939520604
4237,403801,16742,Covina, ,40380116742,7674309.47363281,25323.309921635
4238,403801,99037,Unincorporated,Covina (Charter Oak),40380199037Covina (Charter Oak),12970258.7988281,27631.5877779457
4239,403802,16742,Covina, ,40380216742,3603842.20019531,11129.1494903619
4240,403802,66070,San Dimas, ,40380266070,413377.821289063,2734.30732674026
4241,403901,99037,Unincorporated,Glendora,40390199037Glendora,658568.833007813,5250.88121451151
4242,403901,30014,Glendora, ,40390130014,12883829.4150391,18287.0199183355
4243,403902,30014,Glendora, ,40390230014,22433857.6025391,18648.3316698093
4244,404000,03386,Azusa, ,40400003386,6042379.56738281,13389.6379594918
4245,404100,99037,Unincorporated,Azusa,40410099037Azusa,10826021.1210938,15554.0356070079
4246,404201,03386,Azusa, ,40420103386,9926954.04980469,13681.6115647996
4247,404203,99037,Unincorporated,Azusa,40420399037Azusa,4501303.64746094,10597.1621092026
4248,404301,03386,Azusa, ,40430103386,11920286.4580078,13965.5815443875
4249,404302,03386,Azusa, ,40430203386,6687367.47070313,10524.4274593863
4250,404401,03386,Azusa, ,40440103386,15614613.6240234,20038.4921030133
4251,404402,03386,Azusa, ,40440203386,36086663.2529297,28147.4608933679
4252,404501,03386,Azusa, ,40450103386,4696975.98632813,16483.6747856341
4253,404501,99037,Unincorporated,Azusa,40450199037Azusa,3956241.00292969,11940.2301419754
4254,404503,03386,Azusa, ,40450303386,3577622.13476563,17050.8501105693
4255,404503,99037,Unincorporated,Azusa,40450399037Azusa,3612071.29589844,14913.0222022178
4256,404504,99037,Unincorporated,Azusa,40450499037Azusa,3247096.14550781,12099.1172149241
4257,404600,36826,Irwindale, ,40460036826,268571301.829102,131335.915931008
4258,404701,03666,Baldwin Park, ,40470103666,18370808.8583984,18337.4805218585
4259,404702,03666,Baldwin Park, ,40470203666,12445870.3027344,16228.2962758753
4260,404703,99037,Unincorporated,Bassett,40470399037Bassett,36678.30859,945.222969462876
4261,404703,03666,Baldwin Park, ,40470303666,13866666.6044922,24591.4733422028
4262,404804,03666,Baldwin Park, ,40480403666,10183270.6132813,13797.2087086235
4263,404805,03666,Baldwin Park, ,40480503666,4829743.53222656,8782.80237147031
4264,404806,03666,Baldwin Park, ,40480603666,16449732.2285156,19388.0479141726
4265,404901,03666,Baldwin Park, ,40490103666,12278336.5761719,14633.9286527378
4266,404902,03666,Baldwin Park, ,40490203666,7447977.94726563,11502.3130243895
4267,404903,03666,Baldwin Park, ,40490303666,5870228.84277344,10537.3607310323
4268,405001,03666,Baldwin Park, ,40500103666,18323076.2900391,19212.1388021973
4269,405002,03666,Baldwin Park, ,40500203666,9313833.07714844,12620.0030403125
4270,405101,03666,Baldwin Park, ,40510103666,12030234.8056641,14713.4480598007
4271,405102,03666,Baldwin Park, ,40510203666,10386564.7646484,16213.3739717811
4272,405201,03666,Baldwin Park, ,40520103666,14644415.0185547,17811.3467072202
4273,405202,03666,Baldwin Park, ,40520203666,10260905.0302734,13421.3592863618
4274,405203,03666,Baldwin Park, ,40520303666,7775823.44726563,13544.8429783515
4275,405301,84200,West Covina, ,40530184200,8051330.109,20547.3212852982
4276,405302,84200,West Covina, ,40530284200,19284178.1376953,21834.0267503702
4277,405400,16742,Covina, ,40540016742,510176.94140625,3109.40009578473
4278,405400,99037,Unincorporated,Covina,40540099037Covina,13417444.1162109,21639.3705130916
4279,405500,84200,West Covina, ,40550084200,18488171.4296875,20139.7223915617
4280,405500,99037,Unincorporated,Covina,40550099037Covina,1593576.96386719,6068.27989304756
4281,405600,84200,West Covina, ,40560084200,22589685.8789063,23841.0203170632
4282,405701,16742,Covina, ,40570116742,4376575.21386719,10024.1297770918
4283,405701,99037,Unincorporated,Covina,40570199037Covina,6929330.75878906,10609.0090753398
4284,405702,16742,Covina, ,40570216742,12791605.1923828,16574.5629228308
4285,405702,99037,Unincorporated,Covina,40570299037Covina,2010967.23730469,7185.00662022655
4286,405800,16742,Covina, ,40580016742,11128872.1640625,16933.9815808286
4287,405800,99037,Unincorporated,Covina,40580099037Covina,9111904.93066406,13489.3294671454
4288,405900,16742,Covina, ,40590016742,13364927.6269531,17266.4082524832
4289,405900,99037,Unincorporated,Azusa,40590099037Azusa,286970.806640625,9017.39479661995
4290,406000,99037,Unincorporated,Covina (Charter Oak),40600099037Covina (Charter Oak),6842239.1171875,17930.5682543144
4291,406101,16742,Covina, ,40610116742,14526482.2988281,17659.0097961956
4292,406101,99037,Unincorporated,Covina (Charter Oak),40610199037Covina (Charter Oak),421637.271484375,3260.07109153559
4293,406103,16742,Covina, ,40610316742,23846450.0517578,23941.991329963
4294,406201,84200,West Covina, ,40620184200,8494803.94433594,15616.8288118009
4295,406300,84200,West Covina, ,40630084200,54384552.7548828,40873.8141168223
4296,406300,99037,Unincorporated,Covina,40630099037Covina,3637908.86035156,21539.6622129269
4297,406413,84200,West Covina, ,40641384200,34180111.3535156,27759.1395047284
4298,406500,84200,West Covina, ,40650084200,22027081.7744141,20253.8303133715
4299,406601,99037,Unincorporated,Valinda,40660199037Valinda,1725219.43652344,9294.3235922167
4300,406601,84200,West Covina, ,40660184200,19458583.1386719,18594.7331684277
4301,406602,84200,West Covina, ,40660284200,15119381.0898438,20482.4947331683
4302,406701,84200,West Covina, ,40670184200,10144141.2265625,13527.3119859984
4303,406702,84200,West Covina, ,40670284200,30384911.8925781,24280.5480548605
4304,406801,84200,West Covina, ,40680184200,18780730.3603516,24831.3423479381
4305,406903,40340,La Puente, ,40690340340,2011942.96972656,7003.84545951311
4306,406903,84200,West Covina, ,40690384200,5414396.35644531,11241.3019091844
4307,406903,03666,Baldwin Park, ,40690303666,417025.922851563,2831.70342549531
4308,407001,99037,Unincorporated,Bassett,40700199037Bassett,9479057.34179688,14649.0312451809
4309,407001,03666,Baldwin Park, ,40700103666,1203115.84082031,10173.5406136184
4310,407002,40340,La Puente, ,40700240340,125740.499023438,4242.85740514486
4311,407002,36490,Industry, ,40700236490,19640415.1103516,29961.7883348666
4312,407002,99037,Unincorporated,Bassett,40700299037Bassett,11688988.9042969,27701.3820871405
4313,407101,40340,La Puente, ,40710140340,12209093.6455078,15236.9890277306
4314,407102,40340,La Puente, ,40710240340,9945828.8671875,14576.8421724267
4315,407201,40340,La Puente, ,40720140340,6979420.33496094,11304.9322923715
4316,407202,40340,La Puente, ,40720240340,8692789.91113281,13461.1356525807
4317,407302,99037,Unincorporated,West Puente Valley,40730299037West Puente Valley,8662091.62011719,12294.2054432457
4318,407400,84200,West Covina, ,40740084200,6538796.77148438,10295.3105377616
4319,407501,40340,La Puente, ,40750140340,4172723.58105469,16038.543906785
4320,407502,99037,Unincorporated,Valinda,40750299037Valinda,11131619.8574219,15778.705484267
4321,407601,40340,La Puente, ,40760140340,8410580.08300781,11793.5435968413
4322,407602,40340,La Puente, ,40760240340,10021852.84,13477.2465469341
4323,407701,40340,La Puente, ,40770140340,12341155.4658203,15572.3310300405
4324,407702,40340,La Puente, ,40770240340,21612824.8964844,23284.2761136584
4325,407801,99037,Unincorporated,Valinda,40780199037Valinda,11560239.3085938,13484.4437145441
4326,407801,84200,West Covina, ,40780184200,61543.732421875,1697.36822355573
4327,407802,36490,Industry, ,40780236490,25920624.3828125,34331.9047469747
4328,407901,99037,Unincorporated,Valinda,40790199037Valinda,11088769.3916016,14196.4013701813
4329,407902,84200,West Covina, ,40790284200,4977268.97558594,9539.2489580653
4330,408003,99037,Unincorporated,Valinda,40800399037Valinda,6243209.83398438,11567.2867213191
4331,408003,84200,West Covina, ,40800384200,8518206.32128906,14704.8548181717
4332,408004,84200,West Covina, ,40800484200,6669398.43945313,11880.5954807838
4333,408005,84200,West Covina, ,40800584200,39662082.84,26828.8349586615
4334,408006,84200,West Covina, ,40800684200,35771898.9150391,25487.7125842448
4335,408133,99037,Unincorporated,San Jose Hills,40813399037San Jose Hills,379644.258789063,4008.33139910434
4336,408133,84200,West Covina, ,40813384200,10954287.8613281,16872.8606983874
4337,408134,84200,West Covina, ,40813484200,9522010.67089844,12253.8899035209
4338,408135,84200,West Covina, ,40813584200,12167758.546875,17523.2877008128
4339,408136,84200,West Covina, ,40813684200,10859571.7128906,16984.2372964598
4340,408137,99037,Unincorporated,San Jose Hills,40813799037San Jose Hills,3155740.84472656,9068.93157796837
4341,408138,99037,Unincorporated,San Jose Hills,40813899037San Jose Hills,9615438.29199219,16193.571406103
4342,408139,99037,Unincorporated,San Jose Hills,40813999037San Jose Hills,8464260.9140625,13033.0373412098
4343,408140,99037,Unincorporated,San Jose Hills,40814099037San Jose Hills,9819273.85546875,13630.5625475668
4344,408141,99037,Unincorporated,San Jose Hills,40814199037San Jose Hills,10625205.2509766,17977.8498776051
4345,408212,99037,Unincorporated,Rowland Heights,40821299037Rowland Heights,20239007.1064453,31762.6122119205
4346,408212,36490,Industry, ,40821236490,10496557.9765625,28713.3859341428
4347,408213,99037,Unincorporated,Rowland Heights,40821399037Rowland Heights,16660315.3525391,20984.381500697
4348,408301,99037,Unincorporated,Avocado Heights,40830199037Avocado Heights,26826599.7939453,35634.5864473457
4349,408301,36490,Industry, ,40830136490,2855033.07519531,30159.8466575251
4350,408302,36490,Industry, ,40830236490,12232665.3007813,22519.018444408
4351,408303,99037,Unincorporated,North Whittier,40830399037North Whittier,20502655.8183594,27783.1144664495
4352,408401,99037,Unincorporated,Hacienda Heights,40840199037Hacienda Heights,12500587.4042969,17266.2612928886
4353,408402,99037,Unincorporated,Hacienda Heights,40840299037Hacienda Heights,111835617.958984,60092.3010651654
4354,408402,99037,Unincorporated,Whittier,40840299037Whittier,266530.469726563,4939.29743066721
4355,408402,36490,Industry, ,40840236490,12712139.1328125,35385.5135872677
4356,408503,99037,Unincorporated,Hacienda Heights,40850399037Hacienda Heights,45248820.2558594,38509.2670918613
4357,408504,99037,Unincorporated,Hacienda Heights,40850499037Hacienda Heights,15262231.4023438,18598.8472718582
4358,408505,99037,Unincorporated,Hacienda Heights,40850599037Hacienda Heights,21423676.8974609,22178.9800098569
4359,408623,99037,Unincorporated,Hacienda Heights,40862399037Hacienda Heights,10362992.9658203,13639.7363422592
4360,408624,99037,Unincorporated,Hacienda Heights,40862499037Hacienda Heights,14843642.6933594,18476.4828177565
4361,408625,99037,Unincorporated,Hacienda Heights,40862599037Hacienda Heights,23129126.2275391,20580.0307326417
4362,408626,99037,Unincorporated,Rowland Heights,40862699037Rowland Heights,26840407.0986328,26380.1369632869
4363,408627,99037,Unincorporated,Rowland Heights,40862799037Rowland Heights,33631233.4443359,32275.2829583589
4364,408628,99037,Unincorporated,Hacienda Heights,40862899037Hacienda Heights,25396115.4580078,26491.087052457
4365,408629,99037,Unincorporated,Hacienda Heights,40862999037Hacienda Heights,19078199.765625,19682.180927004
4366,408631,99037,Unincorporated,Hacienda Heights,40863199037Hacienda Heights,15895162.2509766,16761.3446933937
4367,408703,39304,La Habra Heights, ,40870339304,10427461.9765625,22726.5350461048
4368,408703,19192,Diamond Bar, ,40870319192,5937107.81542969,11879.4292490817
4369,408703,99037,Unincorporated,Rowland Heights,40870399037Rowland Heights,167827866.859375,65845.8820293493
4370,408705,99037,Unincorporated,Rowland Heights,40870599037Rowland Heights,20753700.8007813,19115.0699542316
4371,408707,99037,Unincorporated,Rowland Heights,40870799037Rowland Heights,31033880.8359375,27874.1859568335
4372,408722,99037,Unincorporated,Rowland Heights,40872299037Rowland Heights,22664852.1621094,21725.9876071067
4373,408724,99037,Unincorporated,Rowland Heights,40872499037Rowland Heights,5743597.8515625,10137.2377126571
4374,408725,99037,Unincorporated,Rowland Heights,40872599037Rowland Heights,20962517.9179688,26020.4290218518
4375,408800,58072,Pomona, ,40880058072,19285643.2197266,20130.8117717907
4376,408900,99037,Unincorporated,La Verne,40890099037La Verne,4962998.83496094,12033.5415525415
4377,408900,40830,La Verne, ,40890040830,28967308.0429688,29800.7821845545
4378,409000,58072,Pomona, ,40900058072,84740473.0703125,59347.3256877466
4379,409100,99037,Unincorporated,Hacienda Heights,40910099037Hacienda Heights,16888508.3574219,24952.9011939574
4380,430003,19990,Duarte, ,43000319990,128441293.646484,75688.3593081212
4381,430004,19990,Duarte, ,43000419990,11983142.31,16731.6301257357
4382,430005,19990,Duarte, ,43000519990,11060356.5517578,15918.1080340513
4383,430101,19990,Duarte, ,43010119990,21381736.8291016,20053.4038369482
4384,430102,19990,Duarte, ,43010219990,13896399.390625,19427.4297738954
4385,430200,07946,Bradbury, ,43020007946,54791325.3896484,38923.3905268839
4386,430200,99037,Unincorporated,Bradbury,43020099037Bradbury,821427.076171875,4061.91941209561
4387,430301,48648,Monrovia, ,43030148648,263156670.852539,85148.0490315793
4388,430302,48648,Monrovia, ,43030248648,20871921.2587891,23537.4786072515
4389,430400,02462,Arcadia, ,43040002462,38675649.2226563,34996.1201908612
4390,430501,71806,Sierra Madre, ,43050171806,50750769.9189453,33022.3926722093
4391,430502,71806,Sierra Madre, ,43050271806,31689286.6445313,25050.1900569757
4392,430600,02462,Arcadia, ,43060002462,39699579.6660156,35096.7543769296
4393,430701,02462,Arcadia, ,43070102462,32058575.7265625,27299.7522232973
4394,430721,02462,Arcadia, ,43072102462,44038552.3769531,31686.3375360636
4395,430723,02462,Arcadia, ,43072302462,5235027.5546875,12933.4641503475
4396,430724,02462,Arcadia, ,43072402462,6240714.88671875,13438.3095152599
4397,430801,02462,Arcadia, ,43080102462,18243423.5722656,17727.9002591095
4398,430802,02462,Arcadia, ,43080202462,20011291.3066406,19693.9813012521
4399,430803,02462,Arcadia, ,43080302462,24521822.1953125,21858.1847013314
4400,430901,48648,Monrovia, ,43090148648,12563362.7421875,14992.4088177694
4401,430902,48648,Monrovia, ,43090248648,12809431.7197266,17063.4894657691
4402,431002,48648,Monrovia, ,43100248648,14578928.1826172,17504.3629811163
4403,431003,48648,Monrovia, ,43100348648,9252765.86230469,13374.623176397
4404,431004,48648,Monrovia, ,43100448648,9756456.63476563,13608.7815857754
4405,431100,99037,Unincorporated,Monrovia,43110099037Monrovia,1205366.72460938,6416.09534304751
4406,431100,48648,Monrovia, ,43110048648,31347020.390625,31858.2628886497
4407,431200,99037,Unincorporated,Duarte,43120099037Duarte,9844237.58691406,15323.4358416027
4408,431200,99037,Unincorporated,Monrovia,43120099037Monrovia,4343480.22558594,9411.94353291747
4409,431300,02462,Arcadia, ,43130002462,1726127.20019531,10102.496477644
4410,431300,99037,Unincorporated,Monrovia,43130099037Monrovia,5651861.67675781,11294.1211875934
4411,431400,48648,Monrovia, ,43140048648,5841660.97167969,23883.3902360145
4412,431400,99037,Unincorporated,Arcadia,43140099037Arcadia,13449444.0976563,19308.400851326
4413,431400,99037,Unincorporated,Monrovia,43140099037Monrovia,26598.7705078125,868.893364129447
4414,431501,22230,El Monte, ,43150122230,1879102.43066406,7088.31391350334
4415,431501,78148,Temple City, ,43150178148,9323261.46484375,14959.0437794814
4416,431502,02462,Arcadia, ,43150202462,8840148.16015625,24991.3392213133
4417,431502,99037,Unincorporated,Arcadia,43150299037Arcadia,11881781.5136719,16575.1845022153
4418,431600,02462,Arcadia, ,43160002462,22826771.5976563,23667.2983128581
4419,431701,02462,Arcadia, ,43170102462,35372816.2109375,25389.9754946721
4420,431800,78148,Temple City, ,43180078148,6235807.53710938,11943.175450087
4421,431800,99037,Unincorporated,Northeast San Gabriel,43180099037Northeast San Gabriel,5073329.2421875,11813.4899822647
4422,431800,02462,Arcadia, ,43180002462,3349582.44042969,11761.8902202672
4423,431900,78148,Temple City, ,43190078148,10754143.44,14927.6988277285
4424,432001,78148,Temple City, ,43200178148,7947794.25976563,12563.3636376757
4425,432002,78148,Temple City, ,43200278148,16248717.9433594,17079.8730918709
4426,432101,22230,El Monte, ,43210122230,66076.1064453125,1069.31245253502
4427,432101,78148,Temple City, ,43210178148,12541208.2070313,15448.5049280511
4428,432102,78148,Temple City, ,43210278148,20140990.8710938,20291.9532768904
4429,432201,62896,Rosemead, ,43220162896,13110377.1689453,15008.9210614565
4430,432202,62896,Rosemead, ,43220262896,14205107.9394531,15699.0160286828
4431,432300,22230,El Monte, ,43230022230,21192749.078125,21388.8065666959
4432,432401,22230,El Monte, ,43240122230,11430279.4892578,17895.962683341
4433,432402,22230,El Monte, ,43240222230,16271797.9677734,18832.3101733584
4434,432501,22230,El Monte, ,43250122230,11489619.890625,16145.4113221749
4435,432502,22230,El Monte, ,43250222230,10097642.7353516,17205.2188860236
4436,432502,02462,Arcadia, ,43250202462,8845230.78710938,21292.7477086695
4437,432601,22230,El Monte, ,43260122230,15121527.9228516,17344.5355437653
4438,432602,22230,El Monte, ,43260222230,11458378.7167969,14748.6260689552
4439,432700,22230,El Monte, ,43270022230,20010846.9296875,22616.0527
4440,432801,22230,El Monte, ,43280122230,8773041.86425781,13494.8539539048
4441,432802,22230,El Monte, ,43280222230,6384103.12792969,12185.396225144
4442,432901,62896,Rosemead, ,43290162896,12282104.2558594,14140.5190982026
4443,432902,62896,Rosemead, ,43290262896,9429184.00976563,14666.6548146635
4444,433103,22230,El Monte, ,43310322230,22223197.9023438,25841.3150339639
4445,433103,99037,Unincorporated,El Monte,43310399037El Monte,109298.119140625,1633.90678491352
4446,433200,22230,El Monte, ,43320022230,19238831.765625,23391.3390020004
4447,433302,22230,El Monte, ,43330222230,6929616.57910156,21291.5547753321
4448,433304,22230,El Monte, ,43330422230,8499580.85546875,12744.7250383175
4449,433305,22230,El Monte, ,43330522230,5509878.05371094,12374.7440929451
4450,433306,22230,El Monte, ,43330622230,4674871.969,12136.1715446381
4451,433307,22230,El Monte, ,43330722230,4539228.58300781,12835.8981532005
4452,433402,22230,El Monte, ,43340222230,5981256.37988281,10182.0075981358
4453,433403,22230,El Monte, ,43340322230,7606547.29394531,11937.0913130774
4454,433505,22230,El Monte, ,43350522230,8223027.74609375,17053.7335869323
4455,433506,72996,South El Monte, ,43350672996,17613529.5322266,22368.5777477535
4456,433601,62896,Rosemead, ,43360162896,12059265.9267578,14684.3775319671
4457,433602,62896,Rosemead, ,43360262896,10783255.9912109,16047.864595777
4458,433803,72996,South El Monte, ,43380372996,12781919.8779297,22395.5152289223
4459,433804,72996,South El Monte, ,43380472996,16339623.5673828,19278.0670699313
4460,433901,22230,El Monte, ,43390122230,7759901.59570313,11249.3602789082
4461,433903,22230,El Monte, ,43390322230,9797614.10351563,13468.6349595651
4462,434001,22230,El Monte, ,43400122230,11158619.9921875,16184.7859203397
4463,434003,99037,Unincorporated,South El Monte,43400399037South El Monte,1561071.55566406,8088.27263155925
4464,434003,72996,South El Monte, ,43400372996,568303.979492188,3259.04958156124
4465,434003,22230,El Monte, ,43400322230,8349259.69921875,13576.0445516278
4466,434004,99037,Unincorporated,South El Monte,43400499037South El Monte,2070725.63085938,6205.9829315504
4467,434004,72996,South El Monte, ,43400472996,5305353.25097656,11861.0523202291
4468,434100,72996,South El Monte, ,43410072996,26843839.7695313,25615.3528767591
4469,460001,99037,Unincorporated,Kinneloa Mesa,46000199037Kinneloa Mesa,46773245.7167969,56337.2332352783
4470,460002,56000,Pasadena, ,46000256000,16892682.5742188,22321.5969426054
4471,460101,56000,Pasadena, ,46010156000,9820939.67578125,24184.386283259
4472,460200,99037,Unincorporated,Altadena,46020099037Altadena,34318875.72,27174.0102775029
4473,460301,99037,Unincorporated,Altadena,46030199037Altadena,54261325.3564453,42388.1562560351
4474,460302,99037,Unincorporated,Altadena,46030299037Altadena,14116142.1376953,17612.2339339854
4475,460401,56000,Pasadena, ,46040156000,57057953.9101563,89739.8101204238
4476,460501,39003,La Canada Flintridge, ,46050139003,80438657.6962891,60944.694595588
4477,460502,39003,La Canada Flintridge, ,46050239003,28136947.8300781,30368.1454736627
4478,460601,39003,La Canada Flintridge, ,46060139003,52362400.0087891,44633.4101173246
4479,460700,39003,La Canada Flintridge, ,46070039003,80105887.6982422,45134.4440636726
4480,460800,56000,Pasadena, ,46080056000,72593201.1035156,42287.7010385257
4481,460900,56000,Pasadena, ,46090056000,26384604.8330078,25182.0008773646
4482,461000,99037,Unincorporated,Altadena,46100099037Altadena,19126687.8759766,21711.635494793
